UPA,d1,t2_a1,t2_a2,t2_b1,t2_b2,t2_c1,t2_c2,t2_d1,t2_d2,t2_e1,t2_e2,t2_f1,t2_f2,t2_g1,t2_g2,t2_h1,t2_h2,d3,d4,do1,do2,do3,do4,do5,do6,do7,do8,di1,di2,di3,di4,di5,di6,di7,di8,bio_a,bio_b,bio_c,bio_d,bio_e,bio_f,bio_g,bio_h,bio_i,bio_j,bio_k,bio_l,bio_m,bio_n,info2,info3
573,Si,No,,No,,No,,No,,Si,Mucho,No,,No,,No,,No,,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
574,Si,No,,Si,Nada,No,,No,,Si,Poco,No,,No,,No,,No,,No,No,No,No,No,No,No,Si,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,Si,Si,No,Si,No,, 
575,No,,,,,,,,,,,,,,,,,No,,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
576,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,Si,No,No,No,Si,No,Si,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
577,Si,No,,No,,No,,No,,Si,Poco,No,,No,,No,,Si,Representacion,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
578,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
579,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
580,Si,No,,No,,No,,No,,Si,Poco,No,,No,,No,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
581,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
582,Si,No,,No,,No,,No,,Si,Mucho,No,,No,,No,,No,,No,No,No,No,No,Si,No,No,No,No,No,No,Si,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
583,Si,No,,No,,No,,No,,Si,Mucho,No,,No,,No,,No,,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,TRABAJADOR-ADMINISTRADOR
584,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
585,Si,No,,No,,No,,No,,No,,No,,No,,Si,Mucho,No,,No,No,No,No,No,Si,No,Si,No,No,No,No,No,No,Si,No,No,No,Si,Si,Si,Si,No,No,Si,Si,Si,Si,Si,Si,, 
586,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
587,Si,No,,No,,No,,No,,Si,Poco,No,,No,,No,,No,,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,ADMINISTRADOR
588,Si,No,,No,,No,,No,,Si,Poco,No,,No,,No,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
589,Si,No,,No,,No,,No,,Si,Poco,No,,No,,No,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,TRABAJADOR
590,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
591,Si,No,,Si,Poco,No,,No,,No,,No,,No,,No,,Si,Capacitacion,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
592,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
593,Si,No,,No,,No,,No,,Si,Poco,No,,No,,No,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,HIJO
594,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
595,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
596,No,,,,,,,,,,,,,,,,,No,,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
597,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,ESPOSA
598,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
599,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
600,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
601,Si,No,,No,,No,,No,,No,,No,,No,,Si,Mucho,No,,No,No,Si,No,No,Si,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
602,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
603,No,,,,,,,,,,,,,,,,,No,,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
604,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
605,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
606,Si,No,,No,,No,,No,,Si,Nada,No,,No,,No,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
607,Si,No,,No,,No,,No,,Si,Nada,No,,No,,No,,No,,No,Si,No,No,No,No,No,Si,No,No,No,No,No,No,Si,No,Si,No,No,No,No,Si,No,No,Si,Si,Si,Si,Si,No,, 
608,No,,,,,,,,,,,,,,,,,Si,Representacion,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
609,Si,No,,No,,No,,No,,Si,Poco,No,,No,,No,,Si,Representacion,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
610,No,,,,,,,,,,,,,,,,,Si,Representacion,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
611,Si,No,,No,,No,,No,,No,,No,,No,,Si,Nada,Si,Capacitacion,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
612,Si,No,,No,,No,,No,,Si,Mucho,No,,No,,Si,Mucho,Si,Comercializar la produccion,No,Si,No,No,Si,Si,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,TRABAJADOR
613,Si,No,,No,,No,,No,,Si,Mucho,No,,No,,No,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
614,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
615,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
616,No,,,,,,,,,,,,,,,,,No,,No,No,No,No,No,Si,No,No,No,No,No,Si,No,No,No,No,No,Si,Si,Si,Si,Si,Si,No,No,Si,Si,Si,Si,No,, 
617,Si,No,,No,,No,,No,,Si,Mucho,No,,No,,No,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
618,No,,,No,,No,,No,,No,,No,,No,,No,,Si,8,No,Si,No,No,No,No,No,Si,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,, 
619,No,,,No,,No,,No,,No,,No,,No,,No,,Si,8,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
620,Si,No,,No,,No,,No,,Si,Poco,No,,No,,No,,No,,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,, 
621,Si,No,,No,,No,,No,,Si,Poco,No,,No,,No,,Si,8,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,, 
622,Si,No,,No,,No,,No,,Si,Mucho,No,,No,,No,,No,,No,Si,No,No,No,No,No,No,No,No,No,No,Si,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,, 
623,No,,,No,,No,,No,,No,,No,,No,,No,,Si,8,No,Si,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,, 
624,No,,,No,,No,,No,,No,,No,,No,,No,,Si,8,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
625,No,,,No,,No,,No,,No,,No,,No,,No,,Si,8,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,, 
626,No,,,No,,No,,No,,No,,No,,No,,No,,Si,8,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,, 
627,No,,,No,,No,,No,,No,,No,,No,,No,,Si,Compra de insumos,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,, 
628,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,, 
629,No,,,No,,No,,No,,No,,No,,No,,No,,Si,8,No,Si,No,No,Si,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,, 
630,No,,,No,,No,,No,,No,,No,,No,,No,,Si,8,No,No,No,No,No,No,Si,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,, 
631,No,,,No,,No,,No,,No,,No,,No,,No,,Si,8,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
632,No,,,No,,No,,No,,No,,No,,No,,No,,Si,8,No,Si,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,, 
633,No,,,No,,No,,No,,No,,No,,No,,No,,Si,8,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,, 
634,No,,,No,,No,,No,,No,,No,,No,,No,,Si,Comercializar la produccion,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
635,Si,No,,Si,Nada,No,,No,,No,,No,,No,,No,,Si,Compra de insumos,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
636,No,,,No,,No,,No,,No,,No,,No,,No,,Si,Uso de maquinaria,No,Si,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,, 
637,No,,,No,,No,,No,,No,,No,,No,,No,,Si,8,No,Si,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,, 
638,No,,,No,,No,,No,,No,,No,,No,,No,,Si,8,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
639,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
640,No,,,No,,No,,No,,No,,No,,No,,No,,Si,8,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
641,Si,No,,Si,Nada,No,,No,,No,,No,,No,,No,,Si,8,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,, 
642,No,,,No,,No,,No,,No,,No,,No,,No,,Si,Compra de insumos,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,Si,No,No,, 
643,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
644,No,,,No,,No,,No,,No,,No,,No,,No,,Si,8,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,Si,No,No,, 
645,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,, 
646,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
647,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
648,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,, 
649,No,,,No,,No,,No,,No,,No,,No,,No,,Si,8,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,, 
650,No,,,No,,No,,No,,No,,No,,No,,No,,Si,8,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
651,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
652,Si,No,,No,,No,,No,,Si,Mucho,No,,No,,No,,Si,Uso de maquinaria,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,, 
653,No,,,No,,No,,No,,No,,No,,No,,No,,Si,8,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,, 
654,No,,,No,,No,,No,,No,,No,,No,,No,,Si,8,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,, 
655,Si,No,,No,,No,,No,,Si,Mucho,No,,No,,No,,Si,Compra de insumos,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
656,No,,,No,,No,,No,,No,,No,,No,,No,,Si,Compra de insumos,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,, 
657,Si,No,,No,,No,,No,,Si,Poco,No,,No,,No,,No,,No,Si,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,CONYUGUE
658,No,,,No,,No,,No,,No,,No,,No,,No,,Si,Representacion,No,No,No,No,No,No,Si,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,, 
659,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,, 
660,Si,No,,Si,Poco,No,,No,,Si,Mucho,No,,No,,No,,Si,8,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,No,No,, 
661,No,,,No,,No,,No,,No,,No,,No,,No,,Si,Compra de insumos,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
662,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,Si,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,, 
663,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,, 
664,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,No,Si,No,No,No,No,No,No,Si,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
665,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
666,No,,,No,,No,,No,,No,,No,,No,,No,,Si,Representacion,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
667,No,,,No,,No,,No,,No,,No,,No,,No,,Si,Representacion,No,No,No,No,No,No,No,Si,No,Si,No,Si,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,HIJO
668,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
669,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
670,Si,No,,No,,No,,No,,Si,Mucho,No,,No,,No,,Si,Representacion,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
671,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,Si,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,CUIDADOR
672,Si,No,,No,,No,,No,,Si,Mucho,No,,No,,No,,Si,Obtener cr_dito,No,No,No,Si,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
673,No,,,No,,No,,No,,No,,No,,No,,No,,Si,Representacion,No,Si,No,No,No,Si,No,No,No,No,No,No,Si,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
674,Si,No,,No,,No,,No,,Si,Mucho,No,,No,,No,,No,,No,Si,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
675,No,,,No,,No,,No,,No,,No,,No,,No,,Si,Capacitacion,No,Si,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
676,No,,,No,,No,,No,,No,,No,,No,,No,,Si,Representacion,No,Si,No,No,Si,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
677,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
678,No,,,No,,No,,No,,No,,No,,No,,No,,Si,Comercializar la produccion,No,No,No,No,No,No,Si,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,HIJO
679,Si,No,,No,,No,,No,,Si,Mucho,No,,No,,No,,Si,Representacion,No,Si,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,Si,Si,No,Si,Si,No,Si,Si,Si,Si,Si,Si,, 
680,Si,No,,No,,No,,No,,Si,Mucho,No,,No,,No,,Si,8,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,Si,No,Si,Si,Si,No,Si,, 
681,Si,No,,No,,No,,No,,Si,Mucho,No,,No,,Si,Mucho,Si,Obtener cr_dito,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
682,Si,No,,No,,No,,No,,Si,Mucho,No,,No,,No,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
683,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,No,No,No,Si,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
684,Si,No,,No,,No,,No,,Si,Mucho,No,,No,,No,,No,,No,No,No,No,Si,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
685,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,Si,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
686,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,Si,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
687,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,Si,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
688,Si,No,,Si,Mucho,No,,No,,Si,Mucho,No,,No,,No,,Si,8,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
689,No,,,No,,No,,No,,No,,No,,No,,No,,Si,Representacion,No,Si,No,No,Si,No,No,No,No,Si,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,No,No,Si,, 
690,Si,No,,Si,Poco,No,,No,,Si,Poco,No,,No,,No,,Si,Representacion,No,Si,No,No,No,Si,No,No,No,No,No,No,Si,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
691,Si,No,,No,,No,,No,,Si,Mucho,No,,No,,No,,Si,Capacitacion,No,Si,No,No,No,No,No,Si,No,No,No,No,Si,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,CONTRATADO
692,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
693,No,,,No,,No,,No,,No,,No,,No,,No,,Si,Representacion,No,Si,No,No,No,No,No,No,No,No,No,No,Si,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
694,Si,No,,Si,Poco,No,,No,,Si,Poco,No,,No,,No,,Si,Obtener cr_dito,No,No,Si,No,Si,No,No,No,No,Si,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
695,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,Si,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
696,No,,,No,,No,,No,,No,,No,,No,,No,,Si,Otro,No,Si,No,No,No,No,No,No,No,No,No,No,Si,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
697,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,Si,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
698,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,Si,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
699,Si,No,,No,,No,,No,,Si,Poco,No,,No,,No,,No,,No,Si,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
700,Si,No,,Si,Poco,No,,Si,Poco,No,,No,,No,,No,,No,,No,Si,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
701,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,Si,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
702,No,,,No,,No,,No,,No,,No,,No,,No,,Si,Representacion,No,No,Si,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
703,No,,,No,,No,,No,,No,,No,,No,,No,,Si,8,No,Si,No,Si,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,, 
704,Si,No,,Si,Mucho,No,,No,,Si,Mucho,No,,No,,No,,Si,Capacitacion,No,No,Si,No,No,No,No,No,No,Si,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
705,Si,No,,Si,Mucho,No,,No,,Si,Mucho,No,,No,,No,,Si,Representacion,No,Si,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,Si,Si,Si,Si,No,Si,Si,Si,Si,Si,Si,No,, 
706,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,Si,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
707,Si,No,,No,,No,,No,,Si,Mucho,No,,No,,No,,Si,Obtener cr_dito,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
708,Si,No,,Si,Mucho,No,,No,,Si,Mucho,No,,No,,No,,Si,Obtener cr_dito,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
709,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,Si,No,No,No,No,No,No,No,Si,No,No,Si,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,, 
710,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,No,No,Si,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,HIJO
