UPA,t1,t2,cultivo_estandar,t3,t4,t5,t6,t7,t8,t8_a,t9,t10,t10_a,t11,t12,t12_a,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t22_a,t23,t24,consideracion_produccion_mala,t25,t25_a,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,libras_cosechada,libras_vendida,sum_otros_destinos,condic_cultivo,categori_condicion_por_cultivo,superficie_total,num_cultivo,tipo_cultivo,cultivo_standar_copia
43,1,YUCA,Yuca,Yuca,Solo,,Comun,Si,0.5,Hectareas,1-Aug-13,0.4,Hectareas,1-Sep-14,sequia, ,No,,,, ,No,,No, ,20,Saco,RAIZ FRESCA,regular,0,0, ,80, ,,2,18,,,, , ,1600,0,20,Solo,Solo,0.5,45,Campo abierto,Yuca
43,1,MELON,Melon,Melon,Asociado,,Comun,No,0.4,Hectareas,1-Sep-13,0.4,Hectareas,1-Jan-14,, ,No,,,, ,No,,No, ,200,Unidad,FRUTA FRESCA,buena,0,200,unidad,2,FRUTA FRESCA,400,,,,,,consumidor final,San Cristobal,400,400,0,Asociado,Cultivo sucesivo,0.4,46,Campo abierto,Melon
43,1,MAIZ DURO SECO,Maiz,Maiz duro seco,Solo,,Comun,Si,0.1,Hectareas,1-Sep-13,0.1,Hectareas,1-Sep-14,, ,No,,,, ,No,,No, ,50,Saco,MAZORCA,regular,0,0, ,70, ,,10,40,,,, , ,3500,0,50,Solo,Solo,0.1,47,Campo abierto,Maiz
43,1,PEPINO,Pepino,Pepinillo,Asociado,,Comun,No,0.4,Hectareas,1-Mar-13,0.4,Hectareas,1-May-14,, ,No,,,, ,No,,No, ,4,Caneca/gaveta,FRUTA FRESCA,regular,0,4,caneca/gaveta,20,FRUTA FRESCA,120,,,,,,consumidor final,San Cristobal,80,80,0,Asociado,Cultivo sucesivo,0,48,Campo abierto,Pepino
43,1,SANDIA,Sandia,Sandia,Asociado,,Comun,No,0.4,Hectareas,1-Feb-13,0.4,Hectareas,1-Apr-14,, ,No,,,, ,No,,No, ,600,Unidad,FRUTA FRESCA,buena,0,600,unidad,3,FRUTA FRESCA,2400,,,,,,consumidor final,San Cristobal,1800,1800,0,Asociado,Cultivo sucesivo,0,48,Campo abierto,Sandia
44,1,HIERVITA,Hiervita,Cilantro,Asociado,,Hibrida Nacional,No,0.6,Hectareas,1-Jul-14,0.6,Hectareas,1-Sep-14,, ,No,,,, ,Si,Manual,No, ,2,Libra,HOJA FRESCA,regular,0,0, ,1, ,,2,,,,, , ,2,0,2,Asociado,Asociado con transitorio,0.6,49,Campo abierto,Hiervita
44,1,PEPINO,Pepino,Pepinillo,Asociado,,Hibrida Nacional,No,0.6,Hectareas,1-Jul-14,0.6,Hectareas,1-Sep-14,, ,No,,,, ,Si,Manual,No, ,10,Unidad,FRUTA FRESCA,regular,0,0, ,1, ,,10,,,,, , ,10,0,10,Asociado,Asociado con transitorio,0,49,Campo abierto,Pepino
44,1,PIMIENTO,Pimiento,Pimiento,Asociado,,Hibrida Nacional,No,0.6,Hectareas,1-Jul-14,0.6,Hectareas,1-Sep-14,, ,No,,,, ,Si,Manual,No, ,20,Caneca/gaveta,FRUTA FRESCA,regular,0,0, ,30, ,,20,,,,, , ,600,0,20,Asociado,Asociado con transitorio,0,49,Campo abierto,Pimiento
47,3,YUCA,Yuca,Yuca,Solo,,Comun,No,0.5,Hectareas,1-Jun-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,No,,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Solo,0.5,50,Campo abierto,Yuca
48,1,MAIZ DURO CHOCLO,Maiz,Maiz duro choclo,Asociado,,Certificada,Si,0.5,Hectareas,1-Aug-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,No,,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Asociado,Asociado con transitorio,0.5,51,Campo abierto,Maiz
48,2,YUCA,Yuca,Yuca,Solo,,Comun,Si,0.5,Hectareas,1-Feb-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,No,,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Solo,0.5,52,Campo abierto,Yuca
48,1,MAIZ DURO CHOCLO,Maiz,Maiz duro choclo,Asociado,,Certificada,Si,0.5,Hectareas,1-Aug-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,No,,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Asociado,Asociado con transitorio,0,53,Campo abierto,Maiz
49,1,PEPINO,Pepino,Pepinillo,Asociado,,Hibrida Intenacional,Si,0.0095,Hectareas,1-Jun-14,0.0095,Hectareas,1-Sep-14,, ,Si,Si,Guano,Si,10/30/10,Si,Manual,Si,Amarillo,30,Unidad,FRUTA FRESCA,regular,0,0, ,0.75, ,,30,,,,, , ,22.5,0,30,Asociado,Asociado con transitorio,0.0095,54,Campo abierto,Pepino
49,1,ARVEJA,Arveja,Arveja tierna,Asociado,,Comun,Si,0.0095,Hectareas,1-Jun-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,Si,Si,Guano,Si,10/30/10,Si,Manual,Si,Amarillo,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Asociado,Asociado con transitorio,0,54,Campo abierto,Arveja
49,1,MAIZ DURO CHOCLO,Maiz,Maiz duro choclo,Asociado,,Comun,Si,0.0095,Hectareas,1-Jun-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,Si,Si,Guano,Si,10/30/10,Si,Manual,Si,Amarillo,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Asociado,Asociado con transitorio,0,54,Campo abierto,Maiz
49,1,PAPA,Papa,Papa,Asociado,,Comun,Si,0.0095,Hectareas,1-Jun-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,Si,Si,Guano,Si,10/30/10,Si,Manual,Si,Amarillo,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Asociado,Asociado con transitorio,0,54,Campo abierto,Papa
49,1,CEBOLLA BLANCA,Cebolla Blanca,Cebolla blanca,Asociado,,Certificada,Si,0.0095,Hectareas,1-Oct-13,0.0095,Hectareas,1-Sep-14,, ,Si,Si,Guano,Si,10/30/10,Si,Manual,Si,Amarillo,10,Libra,TALLO FRESCO,buena,0,0, ,1, ,,10,,,,, , ,10,0,10,Asociado,Asociado con transitorio,0,54,Campo abierto,Cebolla Blanca
49,1,CEBOLLA COLORADA,Cebolla Colorada,Cebolla colorada,Asociado,,Hibrida Intenacional,Si,0.0095,Hectareas,1-May-14,0.0095,Hectareas,1-Sep-14,, ,Si,Si,Guano,Si,10/30/10,Si,Manual,Si,Amarillo,10,Libra,BULBO FRESCO,regular,0,0, ,1, ,,10,,,,, , ,10,0,10,Asociado,Asociado con transitorio,0,54,Campo abierto,Cebolla Colorada
49,1,COL,Col,Col,Asociado,,Mejorada,Si,0.0095,Hectareas,1-Jun-14,0.0095,Hectareas,1-Sep-14,, ,Si,Si,Guano,Si,10/30/10,Si,Manual,Si,Amarillo,30,Unidad,REPOLLO,regular,0,0, ,3, ,,30,,,,, , ,90,0,30,Asociado,Asociado con transitorio,0,54,Campo abierto,Col
49,1,FREJOL TIERNO,Frejol,Frejol tierno,Asociado,,Comun,Si,0.0095,Hectareas,1-May-14,0.0095,Hectareas,1-Sep-14,, ,Si,Si,Guano,Si,10/30/10,Si,Manual,Si,Amarillo,10,Libra,VAINA,regular,0,8,libra,1,VAINA,8,2,,,,,consumidor final,San Cristobal,10,8,2,Asociado,Asociado con transitorio,0,54,Campo abierto,Frejol
49,1,HIERVITA,Hiervita,Cilantro,Asociado,,Comun,Si,0.0095,Hectareas,1-Jun-14,0.0095,Hectareas,1-Sep-14,, ,Si,Si,Guano,Si,10/30/10,Si,Manual,Si,Amarillo,20,Libra,HOJA FRESCA,buena,0,10,libra,1,HOJA FRESCA,10,10,,,,,comerciante,San Cristobal,20,10,10,Asociado,Asociado con transitorio,0,54,Campo abierto,Hiervita
49,1,LECHUGA,Lechuga,Lechuga,Asociado,,Mejorada,Si,0.0095,Hectareas,1-Jun-14,0.0095,Hectareas,1-Sep-14,, ,Si,Si,Guano,Si,10/30/10,Si,Manual,Si,Amarillo,30,Unidad,REPOLLO,regular,0,0, ,2, ,,30,,,,, , ,60,0,30,Asociado,Asociado con transitorio,0,54,Campo abierto,Lechuga
49,1,TOMATE RINON,Tomate rinon,Tomate rinon,Asociado,,Comun,Si,0.0095,Hectareas,1-Jun-14,0.0095,Hectareas,1-Sep-14,, ,Si,Si,Guano,Si,10/30/10,Si,Manual,Si,Amarillo,10,Libra,FRUTA FRESCA,buena,0,0, ,1, ,,10,,,,, , ,10,0,10,Asociado,Asociado con transitorio,0,54,Campo abierto,Tomate rinon
49,1,ZANAHORIA AMARILLA,Zanahoria amarilla,Zanahoria amarilla,Asociado,,Certificada,Si,0.0095,Hectareas,1-Jun-14,0.0095,Hectareas,1-Sep-14,, ,Si,Si,Guano,Si,10/30/10,Si,Manual,Si,Amarillo,8,Libra,RAIZ FRESCA,regular,0,0, ,1, ,,8,,,,, , ,8,0,8,Asociado,Asociado con transitorio,0,54,Campo abierto,Zanahoria amarilla
50,1,MAIZ DURO SECO,Maiz,Maiz duro seco,Asociado,,Certificada,Si,0.2,Hectareas,1-May-14,0.2,Hectareas,1-Sep-14,, ,No,,,, ,Si,Manual,Si,Amarillo,2,Quintal,MAZORCA,buena,0,0, ,100, ,,,2,,,, , ,200,0,2,Asociado,Asociado con transitorio,0,55,Campo abierto,Maiz
50,1,PEPINO,Pepino,Pepinillo,Asociado,,Comun,Si,0.2,Hectareas,1-Sep-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,Si,Manual,Si,Amarillo,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Asociado,Asociado con transitorio,0.2,56,Campo abierto,Pepino
50,1,TOMATE RINON,Tomate rinon,Tomate rinon,Asociado,,Comun,Si,0.2,Hectareas,1-Aug-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,Si,Manual,Si,Amarillo,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Asociado,Asociado con transitorio,0,56,Campo abierto,Tomate rinon
50,1,COL,Col,Col,Asociado,,Certificada,Si,0.2,Hectareas,1-Jun-14,0.2,Hectareas,1-Sep-14,, ,No,,,, ,Si,Manual,Si,Amarillo,2,Saco,REPOLLO,buena,0,1,Saco,80,REPOLLO,60,,1,,,,consumidor final,San Cristobal,160,80,1,Asociado,Asociado con transitorio,0,56,Campo abierto,Col
50,1,HIERVITA,Hiervita,Cilantro,Asociado,,Comun,Si,0.2,Hectareas,1-Jun-14,0.2,Hectareas,1-Sep-14,, ,No,,,, ,Si,Manual,Si,Amarillo,80,Libra,HOJA FRESCA,buena,0,60,libra,1,HOJA FRESCA,50,20,,,,,consumidor final,San Cristobal,80,60,20,Asociado,Asociado con transitorio,0,56,Campo abierto,Hiervita
50,1,RABANO,Rabano,Rabano,Asociado,,Certificada,Si,0.2,Hectareas,1-Aug-14,0.2,Hectareas,1-Sep-14,, ,No,,,, ,Si,Manual,Si,Amarillo,6,Quintal,RAIZ FRESCA,buena,0,6,Quintal,100,RAIZ FRESCA,150,,,,,,consumidor final,San Cristobal,600,600,0,Asociado,Asociado con transitorio,0,56,Campo abierto,Rabano
51,1,RABANO,Rabano,Rabano,Asociado,,Comun,No,0.14,Hectareas,1-Sep-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,Si,Manual,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Asociado,Asociado con transitorio,0.14,57,Campo abierto,Rabano
51,1,COL,Col,Col,Asociado,,Comun,No,0.14,Hectareas,1-Aug-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,Si,Manual,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Asociado,Asociado con transitorio,0,57,Campo abierto,Col
51,1,HIERVITA,Hiervita,Cilantro,Asociado,,Comun,No,0.14,Hectareas,1-Sep-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,Si,Manual,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Asociado,Asociado con transitorio,0,57,Campo abierto,Hiervita
53,1,YUCA,Yuca,Yuca,Asociado,,Comun,No,1,Hectareas,1-Oct-13,1,Hectareas,1-Jul-14,, ,No,,,, ,Si,Manual,No, ,3,Caneca/gaveta,FRUTA FRESCA,buena,0,0, ,60, ,,3,,,,, , ,180,0,3,Asociado,Asociado con transitorio,0,58,Campo abierto,Yuca
53,1,TOMATE RINON,Tomate rinon,Tomate rinon,Asociado,,Comun,No,1,Hectareas,1-Jun-14,1,Hectareas,1-Aug-14,, ,No,,,, ,Si,Manual,No, ,3,Caneca/gaveta,FRUTA FRESCA,buena,0,0, ,50, ,,3,,,,, , ,150,0,3,Asociado,Asociado con transitorio,1,59,Campo abierto,Tomate rinon
55,4,CEBOLLA BLANCA,Cebolla Blanca,Cebolla blanca,Asociado,,Mejorada,Si,2,Hectareas,1-Aug-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,Si,Si,Compost,No, ,No,,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Asociado,Asociado con transitorio,2,60,Campo abierto,Cebolla Blanca
55,4,TOMATE RINON,Tomate rinon,Tomate rinon,Asociado,,Mejorada,Si,2,Hectareas,1-Jul-14,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,Si,Si,Compost,No, ,No,,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Asociado,Asociado con transitorio,0,60,Campo abierto,Tomate rinon
55,4,COL,Col,Col,Asociado,,Mejorada,Si,2,Hectareas,1-Jul-14,2,Hectareas,1-Sep-14,, ,Si,Si,Compost,No, ,No,,No, ,20,Unidad,REPOLLO,buena,0,0, ,3, ,,5,,,,15, , ,60,0,20,Asociado,Asociado con transitorio,0,60,Campo abierto,Col
55,4,FREJOL TIERNO,Frejol,Frejol tierno,Asociado,,Mejorada,Si,2,Hectareas,1-Jul-14,2,Hectareas,1-Sep-14,, ,Si,Si,Compost,No, ,No,,No, ,0.5,Quintal,VAINA,buena,0,0, ,100, ,,0.5,,,,, , ,50,0,0.5,Asociado,Asociado con transitorio,0,60,Campo abierto,Frejol
55,4,MAIZ DURO CHOCLO,Maiz,Maiz duro choclo,Asociado,,Mejorada,Si,2,Hectareas,1-May-14,2,Hectareas,1-Aug-14,, ,No,,,, ,No,,No, ,30,Saco,CHOCLO,buena,0,0, ,50, ,,30,,,,, , ,1500,0,30,Asociado,Asociado con transitorio,0,60,Campo abierto,Maiz
55,4,PIMIENTO,Pimiento,Pimiento,Asociado,,Mejorada,Si,2,Hectareas,1-Jul-14,2,Hectareas,1-Sep-14,, ,Si,Si,Compost,No, ,No,,No, ,300,Unidad,FRUTA FRESCA,buena,0,200,unidad,0.33,FRUTA FRESCA,40,50,,,,50,consumidor final,San Cristobal,99,66,100,Asociado,Asociado con transitorio,0,60,Campo abierto,Pimiento
55,4,RABANO,Rabano,Rabano,Asociado,,Certificada,Si,2,Hectareas,1-Aug-14,2,Hectareas,1-Sep-14,, ,Si,Si,Compost,No, ,No,,No, ,200,Otro especifique,RAIZ FRESCA,buena,0,100,otros especifique,1,RAIZ FRESCA,100,100,,,,,consumidor final,San Cristobal,200,100,100,Asociado,Asociado con transitorio,0,60,Campo abierto,Rabano
57,1,MAIZ DURO SECO,Maiz,Maiz duro seco,Solo,,Mejorada,No,0.6,Hectareas,1-Jun-14,0.6,Hectareas,1-Aug-14,, ,Si,Si,Guano,No, ,No,,Si,Verde,40,Quintal,GRANO SECO,buena,0,0, ,100, ,,,40,,,, , ,4000,0,40,Solo,Solo,0.6,61,Campo abierto,Maiz
57,1,TOMATE RINON,Tomate rinon,Tomate rinon,Solo,,Comun,No,0.08,Hectareas,1-Aug-14,0,Hectareas,,otra cual?, ,Si,Si,Guano,No, ,No,,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Solo,0.08,62,Campo abierto,Tomate rinon
57,1,VAINITA,Vainita,Vainita,Solo,,Hibrida Nacional,No,0.06,Hectareas,1-Jul-14,0.05,Hectareas,1-Sep-14,plagas, ,Si,Si,Guano,No, ,No,,No, ,12,Libra,EN VAINA,regular,0,0, ,1, ,,12,,,,, , ,12,0,12,Solo,Solo,0.06,63,Campo abierto,Vainita
57,1,COLIFLOR,Coliflor,Coliflor,Solo,,Hibrida Nacional,No,0.05,Hectareas,1-Jun-14,0,Hectareas,,otra cual?, ,Si,Si,Guano,No, ,No,,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Solo,0.05,64,Campo abierto,Coliflor
57,1,LECHUGA,Lechuga,Lechuga,Solo,,Hibrida Nacional,No,0.05,Hectareas,1-Aug-14,0.04,Hectareas,1-Sep-14,plagas, ,Si,Si,Guano,No, ,No,,No, ,20,Unidad,REPOLLO,regular,0,0, ,3, ,,20,,,,, , ,60,0,20,Solo,Solo,0.05,65,Campo abierto,Lechuga
57,1,HIERVITA,Hiervita,Cilantro,Solo,,Hibrida Nacional,No,0.04,Hectareas,1-Jul-14,0.04,Hectareas,1-Sep-14,, ,Si,Si,Guano,No, ,No,,No, ,15,Libra,HOJA FRESCA,buena,0,0, ,1, ,,15,,,,, , ,15,0,15,Solo,Solo,0.04,66,Campo abierto,Hiervita
57,1,COL,Col,Col,Solo,,Hibrida Nacional,No,0.03,Hectareas,1-Jul-14,0,Hectareas,,otra cual?, ,No,,,, ,No,,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Solo,0.03,67,Campo abierto,Col
57,1,RABANO,Rabano,Rabano,Solo,,Hibrida Nacional,No,0.03,Hectareas,1-Jul-14,0.03,Hectareas,1-Aug-14,, ,Si,Si,Guano,No, ,No,,No, ,120,Unidad,RAIZ FRESCA,buena,0,0, ,0.1, ,,120,,,,, , ,12,0,120,Solo,Solo,0.03,68,Campo abierto,Rabano
57,1,ESPINACA,Espinaca,Espinaca,Solo,,Comun,No,0.02,Hectareas,1-Jul-14,0,Hectareas,,otra cual?, ,No,,,, ,No,,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Solo,0.02,69,Campo abierto,Espinaca
57,1,PIMIENTO,Pimiento,Pimiento,Solo,,Hibrida Nacional,No,0.02,Hectareas,1-Aug-14,0,Hectareas,,otra cual?, ,Si,Si,Guano,No, ,No,,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Solo,Solo,0.02,70,Campo abierto,Pimiento
57,1,BROCOLI,Brocoli,Brocoli,Solo,,Hibrida Nacional,No,0.02,Hectareas,1-Jul-14,0.15,Hectareas,1-Sep-14,pinzones, ,Si,Si,Guano,No, ,No,,Si,Verde,30,Unidad,REPOLLO,buena,0,0, ,2, ,,30,,,,, , ,60,0,30,Solo,Solo,0.02,71,Campo abierto,Brocoli
60,1,YUCA,Yuca,Yuca,Solo,,Comun,No,1,Hectareas,1-Sep-13,0.5,Hectareas,1-Aug-14,plagas, ,Si,Si,Compost,No, ,Si,Manual,Si,Verde,1,Caneca/gaveta,FRUTA FRESCA,mala,plagas,0, ,60, ,,1,,,,, , ,60,0,1,Solo,Solo,1,72,Campo abierto,Yuca
62,2,YUCA,Yuca,Yuca,Asociado,,Comun,No,1.5,Hectareas,1-Feb-14,1.5,Hectareas,1-Sep-14,, ,Si,Si,Compost,No, ,Si,Manual,Si,Verde,120,Quintal,FRUTA FRESCA,buena,0,100,Quintal,100,RAIZ FRESCA,4000,20,,,,,comerciante,San Cristobal,12000,10000,20,Asociado,Asociado con transitorio,0,73,Campo abierto,Yuca
62,2,APIO,Apio,Apio,Asociado,,Comun,No,1.5,Hectareas,1-Aug-14,1.5,Hectareas,1-Sep-14,, ,Si,Si,Compost,No, ,Si,Manual,Si,Verde,1,Caneca/gaveta,HOJA FRESCA,buena,0,0.5,caneca/gaveta,20,HOJA FRESCA,18,0.5,,,,,comerciante,San Cristobal,20,10,0.5,Asociado,Asociado con transitorio,1.5,74,Campo abierto,Apio
62,2,CEBOLLA BLANCA,Cebolla Blanca,Cebolla blanca,Asociado,,Comun,No,1.5,Hectareas,1-Jul-14,1.5,Hectareas,1-Sep-14,, ,Si,Si,Compost,No, ,Si,Manual,Si,Verde,2,Caneca/gaveta,TALLO FRESCO,buena,0,1,caneca/gaveta,30,TALLO FRESCO,60,1,,,,,comerciante,San Cristobal,60,30,1,Asociado,Asociado con transitorio,0,74,Campo abierto,Cebolla Blanca
62,2,COL,Col,Col,Asociado,,Comun,No,1.5,Hectareas,1-Jul-14,1.5,Hectareas,1-Sep-14,, ,Si,Si,Compost,No, ,Si,Manual,Si,Verde,2,Caneca/gaveta,REPOLLO,regular,0,1,caneca/gaveta,40,REPOLLO,60,1,,,,,comerciante,San Cristobal,80,40,1,Asociado,Asociado con transitorio,0,74,Campo abierto,Col
62,2,COLIFLOR,Coliflor,Coliflor,Asociado,,Comun,No,1.5,Hectareas,1-Jul-14,1.5,Hectareas,1-Sep-14,, ,Si,Si,Compost,No, ,Si,Manual,Si,Verde,1,Caneca/gaveta,REPOLLO,mala,plagas,0, ,20, ,,1,,,,, , ,20,0,1,Asociado,Asociado con transitorio,0,74,Campo abierto,Coliflor
62,2,HIERVITA,Hiervita,Cilantro,Asociado,,Comun,No,1.5,Hectareas,1-Aug-14,1.5,Hectareas,1-Sep-14,, ,Si,Si,Compost,No, ,Si,Manual,Si,Verde,1,Caneca/gaveta,HOJA FRESCA,buena,0,0.5,caneca/gaveta,20,HOJA FRESCA,20,0.5,,,,,comerciante,San Cristobal,20,10,0.5,Asociado,Asociado con transitorio,0,74,Campo abierto,Hiervita
62,2,MAIZ SUAVE CHOCLO,Maiz,Maiz suave choclo,Asociado,,Certificada,No,1.5,Hectareas,1-May-14,1.5,Hectareas,1-Aug-14,, ,Si,Si,Compost,No, ,Si,Manual,Si,Verde,60,Caneca/gaveta,CHOCLO,regular,0,50,caneca/gaveta,60,CHOCLO,1800,10,,,,,comerciante,San Cristobal,3600,3000,10,Asociado,Asociado con transitorio,0,74,Campo abierto,Maiz
62,2,PEREJIL,Perejil,Perejil,Asociado,,Comun,No,1.5,Hectareas,1-Aug-14,1.5,Hectareas,1-Sep-14,, ,Si,Si,Compost,No, ,Si,Manual,Si,Verde,5,Caneca/gaveta,HOJA FRESCA,buena,0,3,caneca/gaveta,20,HOJA FRESCA,60,1,,,,1,comerciante,San Cristobal,100,60,2,Asociado,Asociado con transitorio,0,74,Campo abierto,Perejil
62,2,ZANAHORIA AMARILLA,Zanahoria amarilla,Zanahoria amarilla,Asociado,,Comun,No,1.5,Hectareas,1-May-14,1.5,Hectareas,1-Aug-14,, ,Si,Si,Compost,No, ,Si,Manual,Si,Verde,1,Caneca/gaveta,RAIZ FRESCA,mala,plagas,0, ,30, ,,1,,,,, , ,30,0,1,Asociado,Asociado con transitorio,0,74,Campo abierto,Zanahoria amarilla
63,1,OTOY,Otoy,Otros transitorios,Solo,,Comun,No,0.5,Hectareas,1-Mar-14,0.5,Hectareas,1-Sep-14,, ,No,,,, ,No,,No, ,20,Saco,TUBERCULO FRESCO,regular,0,0, ,70, ,,20,,,,, , ,1400,0,20,Solo,Solo,0.5,75,Campo abierto,Otoy
68,1,HIERVITA,Hiervita,Cilantro,Solo,,Hibrida Nacional,Si,0.0005,Hectareas,1-Jul-14,0.0005,Hectareas,1-Sep-14,, ,No,,,, ,No,,No, ,6,Libra,HOJA FRESCA,buena,0,0, ,1, ,,6,,,,, , ,6,0,6,Asociado,Solo,0.0005,76,Campo abierto,Hiervita
68,1,PIMIENTO,Pimiento,Pimiento,Solo,,Hibrida Nacional,Si,0.0005,Hectareas,1-Jul-14,0.0005,Hectareas,1-Sep-14,, ,No,,,, ,No,,No, ,30,Unidad,FRUTA FRESCA,buena,0,0, ,0.75, ,,30,,,,, , ,22.5,0,30,Asociado,Solo,0.0005,77,Campo abierto,Pimiento
68,1,TOMATE RINON,Tomate rinon,Tomate rinon,Solo,,Hibrida Nacional,Si,0.0005,Hectareas,1-Jul-14,0.0005,Hectareas,1-Sep-14,, ,No,,,, ,No,,No, ,10,Libra,FRUTA FRESCA,buena,0,0, ,1, ,,10,,,,, , ,10,0,10,Asociado,Solo,0.0005,78,Campo abierto,Tomate rinon
68,1,ZAPALLO,Zapallo,Zapallo calabaza,Solo,,Hibrida Nacional,Si,0.0005,Hectareas,1-Jul-14,0.0005,Hectareas,1-Sep-14,, ,No,,,, ,No,,No, ,20,Unidad,FRUTA FRESCA,buena,0,0, ,4, ,,20,,,,, , ,80,0,20,Asociado,Solo,0.0005,79,Campo abierto,Zapallo
71,1,MAIZ DURO CHOCLO,Maiz,Maiz duro choclo,Solo,,Comun,No,0.5,Hectareas,1-Jun-14,0.5,Hectareas,1-Aug-14,, ,No,,,, ,No,,Si,Azul,4,Saco,CHOCLO,buena,0,0, ,80, ,,1,3,,,, , ,320,0,4,Solo,Solo,0.5,80,Campo abierto,Maiz
71,1,PEPINO,Pepino,Pepinillo,Asociado,,Comun,No,0.25,Hectareas,1-Jul-14,0.25,Hectareas,1-Sep-14,, ,No,,,, ,Si,Manual,Si,Verde,3,Saco,FRUTA FRESCA,buena,0,1,Saco,70,FRUTA FRESCA,20,2,,,,,comerciante,San Cristobal,210,70,2,Asociado,Asociado con transitorio,0.25,81,Campo abierto,Pepino
71,1,YUCA,Yuca,Yuca,Solo,,Comun,No,0.25,Hectareas,1-Jul-13,0.25,Hectareas,1-Mar-14,, ,No,,,, ,Si,Manual,Si,Azul,3,Quintal,RAIZ FRESCA,buena,0,0, ,100, ,,3,,,,, , ,300,0,3,Solo,Solo,0.25,82,Campo abierto,Yuca
71,1,TOMATE RINON,Tomate rinon,Tomate rinon,Asociado,,Comun,No,0.25,Hectareas,1-Jul-14,0.25,Hectareas,1-Sep-14,, ,No,,,, ,Si,Manual,Si,Verde,20,Libra,FRUTA FRESCA,buena,0,0, ,1, ,,20,,,,, , ,20,0,20,Asociado,Asociado con transitorio,0,83,Campo abierto,Tomate rinon
72,1,YUCA,Yuca,Yuca,Solo,,Comun,No,0.25,Hectareas,1-Sep-13,0.05,Hectareas,1-Aug-14,otra cual?,solo una parte la cojen el resto se queda en el cultivo,No,,,, ,No,,No, ,20,Quintal,RAIZ FRESCA,buena,0,0, ,100, ,,20,,,,, , ,2000,0,20,Solo,Solo,0.25,84,Campo abierto,Yuca
76,1,MAIZ DURO SECO,Maiz,Maiz duro seco,Solo,,Comun,No,0.1,Hectareas,1-Jun-14,0.06,Hectareas,1-Sep-14,plagas, ,No,,,, ,No,,No, ,20,Saco,MAZORCA,regular,0,0, ,60, ,,15,5,,,, , ,1200,0,20,Solo,Solo,0.1,85,Campo abierto,Maiz
77,1,MAIZ DURO CHOCLO,Maiz,Maiz duro choclo,Solo,,Comun,No,0.02,Hectareas,1-Nov-13,0.02,Hectareas,1-Feb-14,, ,Si,Si,Estiercol,No, ,No,,No, ,4,Saco,CHOCLO,regular,0,0, ,40, ,,4,,,,, , ,160,0,4,Solo,Solo,0.02,86,Campo abierto,Maiz
78,1,TOMATE RINON,Tomate rinon,Tomate rinon,Asociado,,Comun,Si,0.05,Hectareas,1-Jul-13,0,Hectareas,,otra cual?,cultivo aun no listo para cosecha,No,,,, ,Si,Manual,No, ,0,, , ,0,, ,, ,,,,,,, , ,0,0,0,Asociado,Asociado con transitorio,0.05,87,Campo abierto,Tomate rinon
